1740241761
First ind
0	0.8203125	0.010017777	3.4121349583064005	3.920070094274893	0.6257895170784388	1.6869420281234138	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
1	0.875	0.017373161	3.196704037968799	4.004091604922941	0.7350006282921661	1.8929806971592205	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
2	0.859375	0.023660988	3.01609532337672	3.8498779397414533	0.7190692511866743	1.7934304587888228	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
3	0.875	0.010677342	3.380788246487419	3.3708785668878094	0.7349127247110392	1.8370580453675278	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
4	0.84375	-0.0019849392	3.5153317584867017	3.6459372769400393	0.668670822617682	1.784984409987914	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
5	0.8359375	-0.003516025	2.7930372376847945	4.186931011096926	0.6684148679459258	1.6618866363242897	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
6	0.890625	0.023822136	3.159847943252831	4.243775153671881	0.774193350969512	1.8885384544528745	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
7	0.8671875	0.013070772	3.335959708739241	3.939270604113076	0.7247217890360528	1.848660675208063	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
8	0.8515625	0.006516709	3.428441755153564	3.378876454738534	0.6927905031356063	1.8208296426752653	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
9	0.828125	0.01479964	3.191091811400485	3.98575363012304	0.6297425976272529	1.7275965845706154	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
10	0.875	0.038252868	2.9376747064835125	4.682732754219539	0.7305956714741875	1.8163626574920053	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
11	0.8828125	0.017741036	2.988385812205125	4.31632678321722	0.7596909759973237	1.8537915815614625	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
12	0.8671875	0.0008310367	3.297435628415285	3.5571729711237525	0.7362129625704718	1.842284512055421	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
13	0.8359375	0.0041109156	3.2654897697751593	3.539044641585049	0.6500614069393272	1.7384524036020352	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
14	0.875	0.014547539	3.2849125905355607	3.8879904923921886	0.7297994557388672	1.8190186915455044	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
15	0.828125	-0.0027913046	3.1674049736102394	3.591554485369934	0.624801912055091	1.695875806855862	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
16	0.8828125	0.022456646	2.9666002344597056	4.589921135982869	0.7528965555842819	1.8511794079014674	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
17	0.875	0.024152983	3.1589128150358285	4.32026054368185	0.7301831718572737	1.8434394345828662	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
18	0.8359375	0.02740037	3.1562183455529373	4.41531807344272	0.6748310527927248	1.739882033504604	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
19	0.890625	0.036134273	2.962880648979655	4.365202839525781	0.7689033152377326	1.854706159412533	[5, 7, 2, 1, 3, 1, 1, 1, 0, 2, 6]
